"IDpol","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region","TotalClaimAmount","DrivAge_Band","BM_Band"
"22889",1,1,7,6,44,50,"B2","Diesel","B",77,"Basse-Normandie",1128.12,"[35,45)","[49,60)"
"22913",1,0.72,6,7,51,50,"B1","Regular","E",8884,"Ile-de-France",304.9,"[45,55)","[49,60)"
"22925",2,1,6,9,80,50,"B1","Regular","D",1284,"Basse-Normandie",1392.52,"[65,100]","[49,60)"
"22936",1,0.24,11,7,60,51,"B2","Regular","E",3386,"Bretagne",76.11,"[55,65)","[49,60)"
"22965",1,1,7,7,49,67,"B2","Diesel","C",165,"Bretagne",1128.12,"[45,55)","[60,70)"
"22984",1,1,6,2,66,50,"B1","Diesel","C",165,"Bretagne",1128.12,"[65,100]","[49,60)"
"23018",1,1,7,16,51,50,"B14","Diesel","C",240,"Rhone-Alpes",867.21,"[45,55)","[49,60)"
"23097",1,1,5,1,45,68,"B2","Regular","C",481,"Rhone-Alpes",1128.12,"[45,55)","[60,70)"
"23145",1,1,6,11,69,50,"B6","Regular","E",3859,"Rhone-Alpes",1128.12,"[65,100]","[49,60)"
"23150",1,1,7,2,72,50,"B2","Regular","D",600,"Rhone-Alpes",538.15,"[65,100]","[49,60)"
"23164",1,1,7,11,51,50,"B11","Regular","E",3457,"Rhone-Alpes",208.13,"[45,55)","[49,60)"
"23167",1,1,4,6,51,50,"B6","Regular","A",36,"Ile-de-France",62.56,"[45,55)","[49,60)"
"23172",1,0.73,4,3,75,50,"B1","Regular","A",28,"Rhone-Alpes",1128.12,"[65,100]","[49,60)"
"23236",1,1,5,1,59,50,"B4","Regular","D",609,"Provence-Alpes-Cotes-D'Azur",1128.12,"[55,65)","[49,60)"
"23250",1,0.89,5,6,62,50,"B1","Regular","C",141,"Rhone-Alpes",79.13,"[55,65)","[49,60)"
"23325",1,1,4,5,56,50,"B6","Regular","C",461,"Bretagne",42.76,"[55,65)","[49,60)"
"23336",1,1,5,13,86,58,"B2","Regular","A",16,"Centre",1128.12,"[65,100]","[49,60)"
"23370",1,0.97,6,2,79,50,"B2","Diesel","C",118,"Centre",2564.57,"[65,100]","[49,60)"
"23397",1,0.63,5,9,36,50,"B5","Diesel","D",1064,"Centre",1128.12,"[35,45)","[49,60)"
"23422",1,1,5,1,54,50,"B10","Diesel","E",3866,"Centre",7622.45,"[45,55)","[49,60)"
"23427",1,1,6,4,50,50,"B5","Diesel","C",282,"Centre",1128.12,"[45,55)","[49,60)"
"23433",1,1,9,12,53,50,"B14","Regular","D",1193,"Centre",1128.12,"[45,55)","[49,60)"
"23459",1,0.87,4,3,46,50,"B2","Regular","A",28,"Centre",1128.12,"[45,55)","[49,60)"
"23489",1,0.41,9,11,29,60,"B10","Diesel","E",3866,"Centre",3000,"[25,35)","[60,70)"
"23514",1,0.66,7,4,49,50,"B2","Diesel","B",97,"Centre",84.09,"[45,55)","[49,60)"
"23528",1,0.7,6,10,63,50,"B1","Diesel","D",1398,"Centre",7902.51,"[55,65)","[49,60)"
"23586",1,0.26,7,11,33,50,"B1","Regular","C",374,"Centre",1472.37,"[25,35)","[49,60)"
"23587",1,0.73,7,17,33,77,"B1","Regular","C",374,"Centre",1128.12,"[25,35)","[70,80)"
"23692",1,1,6,11,50,50,"B1","Regular","F",10156,"Ile-de-France",1128.12,"[45,55)","[49,60)"
"23707",1,0.16,5,16,35,68,"B2","Regular","A",39,"Haute-Normandie",389.21,"[35,45)","[60,70)"
"23730",1,0.42,6,0,50,50,"B3","Diesel","A",16,"Limousin",1128.12,"[45,55)","[49,60)"
"23891",1,1,5,3,29,76,"B5","Regular","B",87,"Bretagne",803.14,"[25,35)","[70,80)"
"23895",1,1,5,4,33,51,"B3","Diesel","D",1690,"Bretagne",405.91,"[25,35)","[49,60)"
"23945",1,0.37,7,0,31,83,"B2","Regular","A",34,"Bretagne",4817.74,"[25,35)","[80,90)"
"23980",1,1,6,10,56,61,"B3","Diesel","D",747,"Bretagne",1387.24,"[55,65)","[60,70)"
"23985",1,1,6,5,25,80,"B1","Regular","D",634,"Bretagne",672.48,"[25,35)","[80,90)"
"24032",1,1,6,3,25,76,"B3","Regular","A",39,"Bretagne",1377.95,"[25,35)","[70,80)"
"24072",1,1,6,3,41,50,"B2","Diesel","B",70,"Bretagne",564.06,"[35,45)","[49,60)"
"24081",1,1,6,13,50,50,"B3","Regular","A",50,"Bretagne",97.13,"[45,55)","[49,60)"
"24110",1,1,5,3,46,50,"B1","Diesel","F",22669,"Ile-de-France",2174.7,"[45,55)","[49,60)"
"24144",1,1,6,7,35,68,"B4","Regular","B",51,"Bretagne",1128.12,"[35,45)","[60,70)"
"24169",1,0.43,5,5,43,90,"B3","Diesel","C",133,"Bretagne",963.35,"[35,45)","[90,100)"
"24313",1,1,8,3,52,55,"B2","Diesel","B",90,"Centre",1491.02,"[45,55)","[49,60)"
"24346",1,0.66,6,0,60,50,"B1","Regular","A",20,"Centre",1865.73,"[55,65)","[49,60)"
"24388",1,0.97,7,9,47,50,"B2","Diesel","A",44,"Centre",55.96,"[45,55)","[49,60)"
"24415",1,1,7,5,74,52,"B2","Regular","B",78,"Centre",1128.12,"[65,100]","[49,60)"
"24445",1,1,11,11,46,62,"B13","Regular","C",298,"Centre",7083.38,"[45,55)","[60,70)"
"24478",1,0.83,4,0,76,50,"B1","Regular","A",22,"Centre",1128.12,"[65,100]","[49,60)"
"24569",1,1,7,5,73,82,"B2","Regular","B",81,"Centre",50.46,"[65,100]","[80,90)"
"24771",1,0.76,5,2,27,74,"B3","Diesel","C",255,"Bretagne",57.74,"[25,35)","[70,80)"
"24783",1,0.56,10,3,30,64,"B4","Diesel","D",614,"Centre",135.7,"[25,35)","[60,70)"
"24936",1,1,5,4,67,50,"B1","Regular","C",126,"Centre",700,"[65,100]","[49,60)"
"24951",1,0.31,6,13,50,50,"B2","Diesel","A",29,"Centre",364.81,"[45,55)","[49,60)"
"24992",2,1,6,6,23,112,"B2","Diesel","B",61,"Centre",2256.24,"[17,25)","[100,250]"
"25040",1,0.09,6,13,33,80,"B6","Regular","B",67,"Centre",26665.92,"[25,35)","[80,90)"
"25068",1,1,8,13,46,50,"B1","Diesel","C",170,"Centre",1128.12,"[45,55)","[49,60)"
"25071",1,1,4,4,50,60,"B1","Regular","B",50,"Centre",273.88,"[45,55)","[60,70)"
"25130",1,1,5,2,54,50,"B2","Diesel","A",13,"Centre",431.18,"[45,55)","[49,60)"
"25313",1,0.55,7,16,74,62,"B1","Regular","B",67,"Centre",1128.12,"[65,100]","[60,70)"
"25395",1,0.7,5,10,20,95,"B1","Regular","A",5,"Centre",1128.12,"[17,25)","[90,100)"
"25421",1,0.6,6,9,20,147,"B2","Diesel","A",16,"Centre",4749.75,"[17,25)","[100,250]"
"25472",1,1,7,5,29,50,"B1","Diesel","B",67,"Centre",84.97,"[25,35)","[49,60)"
"25489",1,1,6,6,63,50,"B2","Diesel","A",13,"Centre",1009.69,"[55,65)","[49,60)"
"25509",2,0.84,7,9,24,112,"B2","Regular","C",295,"Centre",3293.02,"[17,25)","[100,250]"
"25633",1,0.54,4,19,38,50,"B1","Regular","B",50,"Centre",1128.12,"[35,45)","[49,60)"
"25729",1,0.79,7,4,42,50,"B1","Regular","C",213,"Limousin",1393.49,"[35,45)","[49,60)"
"25744",1,0.87,6,6,43,55,"B1","Diesel","B",64,"Limousin",1128.12,"[35,45)","[49,60)"
"25755",1,0.78,4,9,31,62,"B2","Diesel","C",213,"Limousin",2081.53,"[25,35)","[60,70)"
"25763",2,1,4,6,54,77,"B2","Diesel","A",10,"Limousin",2256.24,"[45,55)","[70,80)"
"25781",1,0.5,5,11,61,62,"B3","Regular","A",23,"Limousin",466.51,"[55,65)","[60,70)"
"25789",1,0.81,4,14,77,50,"B2","Regular","C",451,"Pays-de-la-Loire",1824.17,"[65,100]","[49,60)"
"25799",1,0.2,8,13,27,72,"B2","Regular","C",213,"Limousin",324.21,"[25,35)","[70,80)"
"25838",1,0.25,7,0,38,53,"B13","Diesel","B",73,"Rhone-Alpes",1128.12,"[35,45)","[49,60)"
"25847",1,1,6,11,45,56,"B6","Diesel","A",23,"Limousin",696.7,"[45,55)","[49,60)"
"25863",1,0.98,7,12,52,62,"B1","Regular","C",213,"Limousin",1128.12,"[45,55)","[60,70)"
"25882",1,0.78,5,8,33,54,"B4","Regular","A",25,"Limousin",528.35,"[25,35)","[49,60)"
"25890",1,0.7,14,12,29,67,"B11","Regular","A",27,"Limousin",407.21,"[25,35)","[60,70)"
"25906",1,0.28,7,4,27,60,"B6","Regular","F",10068,"Ile-de-France",1246.34,"[25,35)","[60,70)"
"25916",1,1,9,10,48,58,"B2","Diesel","A",22,"Limousin",264.53,"[45,55)","[49,60)"
"25922",1,1,5,14,38,67,"B6","Regular","C",213,"Limousin",1128.12,"[35,45)","[60,70)"
"25942",1,0.76,7,10,27,85,"B6","Regular","C",208,"Pays-de-la-Loire",1128.12,"[25,35)","[80,90)"
"25944",1,0.89,7,5,37,50,"B1","Diesel","A",10,"Limousin",93.87,"[35,45)","[49,60)"
"26156",1,1,10,2,58,50,"B1","Regular","E",4116,"Centre",1128.12,"[55,65)","[49,60)"
"26242",1,1,6,14,75,50,"B2","Diesel","A",42,"Pays-de-la-Loire",1037.89,"[65,100]","[49,60)"
"26255",1,0.65,6,1,34,54,"B3","Diesel","D",1729,"Limousin",1128.12,"[25,35)","[49,60)"
"26313",1,0.81,5,2,38,64,"B2","Regular","E",4128,"Pays-de-la-Loire",584.51,"[35,45)","[60,70)"
"26380",1,1,10,9,46,55,"B2","Diesel","B",92,"Pays-de-la-Loire",991.68,"[45,55)","[49,60)"
"26387",1,0.19,6,8,35,50,"B1","Diesel","E",3541,"Pays-de-la-Loire",1189.75,"[35,45)","[49,60)"
"26395",1,1,4,6,22,95,"B4","Regular","B",51,"Pays-de-la-Loire",1128.12,"[17,25)","[90,100)"
"26438",1,0.62,9,6,33,60,"B1","Regular","B",64,"Pays-de-la-Loire",241.34,"[25,35)","[60,70)"
"26480",1,0.8,5,4,31,68,"B3","Diesel","B",91,"Pays-de-la-Loire",154.98,"[25,35)","[60,70)"
"26551",1,0.5,6,8,34,53,"B1","Diesel","B",84,"Pays-de-la-Loire",1623.46,"[25,35)","[49,60)"
"26584",1,0.16,4,13,47,50,"B2","Regular","C",405,"Pays-de-la-Loire",1128.12,"[45,55)","[49,60)"
"26647",1,1,6,6,34,88,"B1","Diesel","A",31,"Pays-de-la-Loire",1128.12,"[25,35)","[80,90)"
"26684",1,0.81,5,11,28,57,"B6","Regular","E",6736,"Ile-de-France",1128.12,"[25,35)","[49,60)"
"26712",1,0.26,5,14,35,50,"B2","Diesel","C",295,"Pays-de-la-Loire",1128.12,"[35,45)","[49,60)"
"26746",1,1,4,1,46,77,"B12","Regular","A",44,"Pays-de-la-Loire",1134.09,"[45,55)","[70,80)"
"26769",1,0.75,7,13,45,90,"B1","Regular","B",78,"Pays-de-la-Loire",1128.12,"[45,55)","[90,100)"
"26815",1,0.26,6,10,45,50,"B1","Regular","A",22,"Limousin",1128.12,"[45,55)","[49,60)"
"26825",1,0.46,6,2,27,85,"B3","Diesel","E",3301,"Midi-Pyrenees",826.83,"[25,35)","[80,90)"
"26871",1,1,7,14,37,72,"B6","Regular","B",74,"Midi-Pyrenees",1128.12,"[35,45)","[70,80)"
"26931",1,1,9,9,53,50,"B3","Regular","B",65,"Pays-de-la-Loire",108.64,"[45,55)","[49,60)"
"26959",1,1,7,10,19,95,"B6","Regular","A",40,"Pays-de-la-Loire",1128.12,"[17,25)","[90,100)"
"27024",1,0.79,5,10,44,50,"B5","Diesel","E",2694,"Poitou-Charentes",36.95,"[35,45)","[49,60)"
"27105",1,0.35,7,0,52,50,"B3","Diesel","C",101,"Aquitaine",92.37,"[45,55)","[49,60)"
"27133",1,1,7,4,40,95,"B2","Diesel","A",17,"Centre",317.51,"[35,45)","[90,100)"
"27224",1,0.42,6,6,29,64,"B3","Diesel","A",41,"Centre",4605.54,"[25,35)","[60,70)"
"27242",1,0.83,5,9,29,72,"B2","Diesel","A",42,"Centre",2473.95,"[25,35)","[70,80)"
"27252",1,1,10,5,26,64,"B4","Regular","C",192,"Centre",560.09,"[25,35)","[60,70)"
"27310",1,1,4,11,54,50,"B2","Regular","C",192,"Centre",1128.12,"[45,55)","[49,60)"
"27455",1,0.69,6,1,70,50,"B1","Regular","C",115,"Centre",2487.55,"[65,100]","[49,60)"
"27507",1,1,6,4,43,50,"B13","Diesel","B",51,"Centre",3330.28,"[35,45)","[49,60)"
"27509",1,0.71,4,11,51,77,"B1","Diesel","A",41,"Centre",1782.95,"[45,55)","[70,80)"
"27519",1,0.96,4,8,51,50,"B1","Regular","A",26,"Centre",5907.42,"[45,55)","[49,60)"
"27524",1,0.89,6,2,47,62,"B1","Diesel","A",30,"Centre",1128.12,"[45,55)","[60,70)"
"27539",1,0.57,4,18,23,125,"B2","Regular","E",3866,"Centre",1128.12,"[17,25)","[100,250]"
"27577",1,1,4,15,48,50,"B1","Regular","A",42,"Centre",1128.12,"[45,55)","[49,60)"
"27660",1,0.46,5,12,19,50,"B3","Diesel","A",43,"Centre",1128.12,"[17,25)","[49,60)"
"27728",1,0.34,7,12,58,55,"B2","Diesel","C",222,"Centre",1128.12,"[55,65)","[49,60)"
"27748",1,0.43,5,10,31,85,"B6","Diesel","C",222,"Centre",2652.61,"[25,35)","[80,90)"
"27836",1,1,5,1,61,62,"B1","Diesel","B",53,"Centre",1128.12,"[55,65)","[60,70)"
"27886",1,0.06,10,8,34,50,"B12","Regular","C",186,"Centre",1128.12,"[25,35)","[49,60)"
"27926",1,0.31,4,2,29,80,"B1","Regular","F",27000,"Ile-de-France",1128.12,"[25,35)","[80,90)"
"27951",1,1,8,13,32,50,"B2","Regular","C",380,"Pays-de-la-Loire",71.47,"[25,35)","[49,60)"
"27988",1,1,6,17,32,59,"B4","Regular","D",1064,"Centre",1128.12,"[25,35)","[49,60)"
"28045",1,0.96,6,17,43,107,"B3","Regular","B",82,"Centre",1128.12,"[35,45)","[100,250]"
"28068",1,0.1,6,6,28,64,"B2","Diesel","D",741,"Centre",3848.47,"[25,35)","[60,70)"
"28070",1,0.87,5,2,28,50,"B2","Diesel","D",741,"Centre",329.2,"[25,35)","[49,60)"
"28087",1,0.47,5,11,30,85,"B2","Regular","D",741,"Centre",1128.12,"[25,35)","[80,90)"
"28168",1,0.3,7,5,54,50,"B1","Diesel","C",335,"Centre",1496.45,"[45,55)","[49,60)"
"28210",1,0.66,6,3,51,61,"B1","Diesel","A",48,"Centre",1128.12,"[45,55)","[60,70)"
"28218",1,0.58,7,2,74,50,"B12","Regular","E",3866,"Centre",1128.12,"[65,100]","[49,60)"
"28233",1,0.74,7,14,32,132,"B1","Regular","E",4478,"Ile-de-France",564.06,"[25,35)","[100,250]"
"28303",1,0.51,7,14,55,68,"B1","Regular","A",21,"Basse-Normandie",1399.65,"[55,65)","[60,70)"
"28309",1,1,7,7,57,50,"B2","Diesel","A",13,"Pays-de-la-Loire",172.25,"[55,65)","[49,60)"
"28321",1,1,6,6,50,70,"B6","Diesel","B",51,"Centre",1128.12,"[45,55)","[70,80)"
"28328",1,1,7,2,48,92,"B1","Diesel","A",20,"Centre",1128.12,"[45,55)","[90,100)"
"28378",1,0.08,4,2,53,86,"B1","Regular","D",1313,"Centre",1128.12,"[45,55)","[80,90)"
"28462",1,0.08,6,3,47,50,"B5","Diesel","A",43,"Centre",65.27,"[45,55)","[49,60)"
"28509",1,0.09,8,9,76,50,"B1","Diesel","A",48,"Centre",115232.88,"[65,100]","[49,60)"
"28523",1,1,5,6,42,50,"B4","Diesel","A",22,"Centre",1128.13,"[35,45)","[49,60)"
"28610",1,0.11,6,2,56,50,"B3","Diesel","D",1440,"Provence-Alpes-Cotes-D'Azur",1128.12,"[55,65)","[49,60)"
"28615",1,1,4,5,50,52,"B6","Regular","C",295,"Centre",1128.12,"[45,55)","[49,60)"
"28702",1,0.87,8,16,39,76,"B10","Regular","C",295,"Centre",1187.79,"[35,45)","[70,80)"
"28705",1,1,6,5,43,58,"B1","Diesel","C",399,"Centre",1128.12,"[35,45)","[49,60)"
"28742",1,0.31,9,4,65,50,"B12","Regular","D",1054,"Centre",1128.12,"[65,100]","[49,60)"
"28928",1,1,6,11,26,64,"B2","Regular","A",44,"Centre",245.99,"[25,35)","[60,70)"
"28939",1,1,5,5,29,64,"B3","Diesel","B",84,"Centre",148.79,"[25,35)","[60,70)"
"28987",1,1,7,4,45,50,"B12","Regular","D",1054,"Centre",757.58,"[45,55)","[49,60)"
"29067",1,0.59,7,2,31,51,"B1","Diesel","A",28,"Alsace",507.65,"[25,35)","[49,60)"
"29076",1,1,4,13,77,52,"B2","Regular","C",137,"Centre",681.62,"[65,100]","[49,60)"
"29091",1,0.74,6,2,64,62,"B1","Diesel","A",30,"Centre",1191.57,"[55,65)","[60,70)"
"29111",1,1,7,15,51,51,"B1","Regular","A",44,"Centre",1128.12,"[45,55)","[49,60)"
"29136",1,0.19,10,8,23,95,"B5","Diesel","C",308,"Centre",614.49,"[17,25)","[90,100)"
"29140",1,1,7,12,29,85,"B2","Regular","A",44,"Centre",327.79,"[25,35)","[80,90)"
"29148",1,0.87,5,3,29,55,"B3","Diesel","D",1054,"Centre",255.43,"[25,35)","[49,60)"
"29240",2,1,7,1,67,50,"B5","Diesel","B",72,"Centre",2143.11,"[65,100]","[49,60)"
"29266",1,1,7,2,53,50,"B11","Regular","A",44,"Centre",915.82,"[45,55)","[49,60)"
"29282",1,1,6,11,47,76,"B2","Diesel","D",1408,"Pays-de-la-Loire",1128,"[45,55)","[70,80)"
"29349",1,0.8,7,11,50,100,"B1","Regular","E",3374,"Alsace",1128.12,"[45,55)","[100,250]"
"29371",1,0.9,8,15,42,50,"B13","Regular","D",1408,"Pays-de-la-Loire",102.72,"[35,45)","[49,60)"
"29378",1,0.62,7,14,39,112,"B1","Regular","D",713,"Pays-de-la-Loire",1128.12,"[35,45)","[100,250]"
"29392",1,0.66,5,6,41,50,"B3","Diesel","C",444,"Bretagne",21.15,"[35,45)","[49,60)"
"29426",1,0.06,12,0,49,50,"B12","Diesel","C",490,"Pays-de-la-Loire",1128.12,"[45,55)","[49,60)"
"29434",1,0.61,6,16,59,72,"B2","Regular","C",167,"Pays-de-la-Loire",1128.12,"[55,65)","[70,80)"
"29469",1,0.52,4,16,50,50,"B4","Regular","D",1408,"Pays-de-la-Loire",1128.12,"[45,55)","[49,60)"
"29493",1,1,5,3,30,68,"B2","Diesel","C",167,"Pays-de-la-Loire",1023.89,"[25,35)","[60,70)"
"29519",1,0.06,10,12,47,78,"B12","Regular","D",1199,"Pays-de-la-Loire",4343.73,"[45,55)","[70,80)"
"29543",1,1,4,11,59,50,"B3","Diesel","D",1408,"Pays-de-la-Loire",92.77,"[55,65)","[49,60)"
"29567",2,0.5,13,14,33,51,"B10","Regular","D",713,"Pays-de-la-Loire",2256.24,"[25,35)","[49,60)"
"29669",1,0.91,8,16,59,62,"B13","Diesel","D",575,"Bretagne",1128.12,"[55,65)","[60,70)"
"29694",1,0.45,8,8,26,76,"B12","Regular","A",38,"Centre",1208.7,"[25,35)","[70,80)"
"29706",1,0.33,7,9,36,63,"B1","Diesel","A",23,"Poitou-Charentes",187.89,"[35,45)","[60,70)"
"29755",2,1,6,1,48,51,"B1","Regular","C",287,"Bretagne",1229.57,"[45,55)","[49,60)"
"29761",1,1,6,14,41,61,"B1","Regular","C",287,"Bretagne",424.26,"[35,45)","[60,70)"
"29778",1,0.58,6,11,33,85,"B1","Diesel","C",136,"Bretagne",1128.12,"[25,35)","[80,90)"
"29878",1,0.75,6,13,41,50,"B1","Regular","D",575,"Bretagne",1987.24,"[35,45)","[49,60)"
"29913",1,0.45,5,20,46,50,"B5","Regular","D",541,"Bretagne",1128.12,"[45,55)","[49,60)"
"29993",1,0.58,7,5,43,58,"B1","Diesel","B",65,"Bretagne",1128.12,"[35,45)","[49,60)"
"30011",1,1,5,10,39,50,"B2","Diesel","B",98,"Bretagne",1392.37,"[35,45)","[49,60)"
"30056",1,1,8,4,56,50,"B10","Diesel","D",747,"Bretagne",229.69,"[55,65)","[49,60)"
"30080",1,1,4,5,33,61,"B11","Diesel","C",247,"Bretagne",1106.4,"[25,35)","[60,70)"
"30125",1,0.86,5,18,40,50,"B3","Regular","C",359,"Bretagne",1128.12,"[35,45)","[49,60)"
"30210",1,0.61,10,2,39,50,"B12","Diesel","C",247,"Bretagne",1128.12,"[35,45)","[49,60)"
"30212",1,1,7,2,28,50,"B6","Regular","D",747,"Bretagne",890.29,"[25,35)","[49,60)"
"30217",1,1,5,4,65,50,"B2","Regular","D",747,"Bretagne",1128.12,"[65,100]","[49,60)"
"30308",1,1,7,3,35,70,"B1","Regular","C",165,"Bretagne",1128.12,"[35,45)","[70,80)"
"30353",1,1,7,12,32,112,"B5","Diesel","C",165,"Bretagne",1580.23,"[25,35)","[100,250]"
"30394",1,0.6,7,10,38,76,"B10","Diesel","D",747,"Bretagne",1128.12,"[35,45)","[70,80)"
"30402",1,0.31,5,12,28,88,"B2","Diesel","C",165,"Bretagne",626.7,"[25,35)","[80,90)"
"30411",1,1,5,4,46,50,"B5","Diesel","B",98,"Bretagne",1128.12,"[45,55)","[49,60)"
"30423",1,1,7,3,39,50,"B5","Regular","C",431,"Bretagne",921.31,"[35,45)","[49,60)"
"30441",1,0.57,4,13,49,90,"B1","Regular","E",3021,"Bretagne",1128.12,"[45,55)","[90,100)"
"30477",1,0.04,6,10,38,76,"B1","Diesel","C",277,"Aquitaine",1190.15,"[35,45)","[70,80)"
"30479",1,0.81,6,14,38,81,"B1","Diesel","C",277,"Aquitaine",564,"[35,45)","[80,90)"
"30519",1,0.92,4,2,47,55,"B6","Regular","C",359,"Bretagne",1128.12,"[45,55)","[49,60)"
"30655",1,1,4,7,27,54,"B2","Regular","F",27000,"Ile-de-France",1472.37,"[25,35)","[49,60)"
"30688",1,0.9,7,8,26,95,"B3","Regular","C",165,"Bretagne",3195.03,"[25,35)","[90,100)"
"30697",1,1,5,8,55,50,"B13","Diesel","C",287,"Bretagne",1128.12,"[55,65)","[49,60)"
"30714",1,0.95,7,3,39,50,"B2","Diesel","D",747,"Bretagne",1825.08,"[35,45)","[49,60)"
"30718",1,0.98,8,1,48,50,"B4","Diesel","D",747,"Bretagne",1936.46,"[45,55)","[49,60)"
"30738",1,0.62,11,11,37,50,"B13","Regular","C",431,"Bretagne",116318.9,"[35,45)","[49,60)"
"30746",1,0.75,4,11,21,100,"B1","Regular","C",165,"Bretagne",986.46,"[17,25)","[100,250]"
"30959",1,1,7,5,36,63,"B6","Regular","D",1313,"Centre",1128.12,"[35,45)","[60,70)"
"31013",1,1,7,15,37,50,"B1","Regular","B",57,"Centre",1128.12,"[35,45)","[49,60)"
"31022",1,0.07,7,9,32,50,"B2","Regular","B",86,"Haute-Normandie",1433.02,"[25,35)","[49,60)"
"31073",1,1,7,5,45,50,"B2","Regular","D",1974,"Poitou-Charentes",1374.08,"[45,55)","[49,60)"
"31092",1,1,6,5,45,106,"B3","Diesel","A",21,"Poitou-Charentes",4272.37,"[45,55)","[100,250]"
"31106",1,0.1,6,12,23,80,"B6","Regular","C",435,"Poitou-Charentes",1128.12,"[17,25)","[80,90)"
"31134",1,0.42,12,7,33,60,"B5","Regular","D",1974,"Poitou-Charentes",15316.87,"[25,35)","[60,70)"
"31160",1,1,6,5,37,50,"B6","Diesel","C",435,"Poitou-Charentes",243.52,"[35,45)","[49,60)"
"31166",1,1,7,7,37,50,"B10","Diesel","D",1974,"Poitou-Charentes",2814.71,"[35,45)","[49,60)"
"31182",1,0.93,5,11,42,62,"B2","Diesel","D",798,"Poitou-Charentes",1128.12,"[35,45)","[60,70)"
"31194",1,1,5,3,24,64,"B3","Diesel","D",1974,"Poitou-Charentes",2589.5,"[17,25)","[60,70)"
"31259",1,0.52,4,6,54,50,"B6","Regular","F",27000,"Ile-de-France",474.22,"[45,55)","[49,60)"
"31261",1,1,7,15,35,95,"B2","Diesel","A",18,"Centre",1128.12,"[35,45)","[90,100)"
"31265",1,1,4,12,40,50,"B6","Regular","A",20,"Centre",1128.12,"[35,45)","[49,60)"
"31359",1,1,11,3,48,50,"B12","Diesel","C",214,"Bourgogne",1128.12,"[45,55)","[49,60)"
"31380",1,0.92,5,10,35,95,"B2","Diesel","C",220,"Centre",1128.13,"[35,45)","[90,100)"
"31437",1,1,5,6,53,67,"B5","Diesel","E",2362,"Bourgogne",1128.12,"[45,55)","[60,70)"
"31466",1,0.57,5,3,30,57,"B3","Diesel","E",4128,"Pays-de-la-Loire",1128.12,"[25,35)","[49,60)"
"31490",1,0.11,7,11,28,76,"B2","Diesel","C",220,"Centre",533.57,"[25,35)","[70,80)"
"31504",1,1,6,4,61,50,"B2","Diesel","B",81,"Centre",1128.12,"[55,65)","[49,60)"
"31507",1,0.73,10,3,36,53,"B1","Diesel","A",8,"Limousin",3687.53,"[35,45)","[49,60)"
"31531",1,1,6,3,42,82,"B2","Diesel","A",35,"Centre",1128.12,"[35,45)","[80,90)"
"31540",1,1,6,4,33,54,"B2","Regular","A",10,"Centre",2075.68,"[25,35)","[49,60)"
"31559",1,0.38,5,5,51,50,"B1","Regular","C",214,"Bourgogne",1128.12,"[45,55)","[49,60)"
"31564",1,0.9,5,6,21,106,"B1","Regular","C",214,"Bourgogne",1128.12,"[17,25)","[100,250]"
"31641",1,1,5,8,24,95,"B1","Regular","A",43,"Centre",1128.12,"[17,25)","[90,100)"
"31658",1,0.86,6,9,33,54,"B1","Diesel","C",214,"Bourgogne",623.56,"[25,35)","[49,60)"
"31685",1,1,5,24,20,106,"B1","Regular","C",214,"Bourgogne",1128.12,"[17,25)","[100,250]"
"31752",1,0.8,7,14,37,56,"B1","Regular","A",30,"Limousin",1199.39,"[35,45)","[49,60)"
"31753",1,0.19,9,11,37,87,"B2","Regular","A",30,"Limousin",1128.12,"[35,45)","[80,90)"
"31774",1,0.13,7,13,24,76,"B1","Regular","C",214,"Bourgogne",531.32,"[17,25)","[70,80)"
"31817",1,1,4,4,56,50,"B2","Regular","A",16,"Bourgogne",564.06,"[55,65)","[49,60)"
"31822",1,0.58,5,6,29,80,"B2","Diesel","B",86,"Languedoc-Roussillon",1128.12,"[25,35)","[80,90)"
"31877",1,0.13,5,9,50,54,"B2","Diesel","C",346,"Bourgogne",1128.12,"[45,55)","[49,60)"
"31878",1,0.86,7,3,50,74,"B2","Diesel","C",346,"Bourgogne",1128.12,"[45,55)","[70,80)"
"31966",1,1,8,9,21,148,"B4","Regular","C",214,"Bourgogne",1128.12,"[17,25)","[100,250]"
"32018",1,1,4,1,63,50,"B2","Regular","A",25,"Bourgogne",39,"[55,65)","[49,60)"
"32039",1,0.29,6,5,27,71,"B1","Diesel","A",6,"Centre",1087.56,"[25,35)","[70,80)"
"32096",1,0.66,5,7,27,72,"B5","Diesel","A",11,"Centre",1077.15,"[25,35)","[70,80)"
"32133",1,0.82,6,3,30,68,"B1","Diesel","A",48,"Centre",153.83,"[25,35)","[60,70)"
"32135",1,0.08,7,14,45,77,"B2","Regular","D",741,"Centre",3230.1,"[45,55)","[70,80)"
"32162",1,0.9,7,2,35,54,"B2","Regular","D",1600,"Centre",1128.12,"[35,45)","[49,60)"
"32187",1,0.75,6,1,24,95,"B2","Regular","E",6689,"Ile-de-France",1128.12,"[17,25)","[90,100)"
"32300",1,0.33,6,9,37,50,"B5","Regular","C",126,"Centre",373.36,"[35,45)","[49,60)"
"32404",1,0.67,5,1,23,80,"B1","Diesel","A",24,"Centre",1280.57,"[17,25)","[80,90)"
